iter	Passed	Remaining
280	6032	31880
281	6053	31854
282	6073	31826
283	6093	31796
284	6111	31756
285	6130	31723
286	6153	31709
287	6175	31689
288	6196	31670
289	6218	31649
290	6240	31632
291	6263	31619
292	6285	31597
293	6307	31579
294	6329	31561
295	6352	31548
296	6371	31514
297	6391	31483
298	6412	31462
299	6429	31420
300	6454	31412
301	6476	31396
302	6499	31383
303	6521	31361
304	6544	31350
305	6567	31334
306	6591	31326
307	6615	31315
308	6638	31300
309	6663	31297
310	6685	31277
311	6707	31259
312	6733	31256
313	6755	31238
314	6778	31226
315	6800	31205
316	6824	31193
317	6846	31174
318	6869	31158
319	6889	31131
320	6911	31113
321	6929	31073
322	6950	31050
323	6974	31040
324	6996	31021
325	7017	30997
326	7037	30971
327	7055	30932
328	7076	30907
329	7100	30896
330	7122	30879
331	7145	30861
332	7166	30839
333	7186	30809
334	7206	30783
335	7227	30761
336	7251	30746
337	7274	30731
338	7299	30726
339	7319	30698
340	7341	30678
341	7364	30663
342	7383	30632
343	7400	30590
344	7416	30546
345	7434	30511
346	7457	30494
347	7478	30473
348	7501	30457
349	7526	30448
350	7549	30433
351	7572	30420
352	7597	30410
353	7620	30397
354	7642	30375
355	7661	30345
356	7683	30325
357	7707	30313
358	7732	30305
359	7758	30299
360	7780	30282
361	7803	30267
362	7826	30250
363	7849	30233
364	7873	30220
365	7895	30202
366	7916	30176
367	7941	30167
368	7965	30157
369	7989	30143
370	8011	30123
371	8035	30110
372	8056	30088
373	8080	30073
374	8103	30059
375	8124	30033
376	8147	30016
377	8166	29986
378	8188	29968
379	8208	29938
380	8227	29907
381	8252	29900
382	8272	29871
383	8293	29847
384	8318	29837
385	8343	29829
386	8368	29819
387	8390	29799
388	8412	29778
389	8440	29778
390	8458	29745
391	8482	29731
392	8506	29717
393	8527	29694
394	8551	29680
395	8575	29669
396	8594	29636
397	8617	29618
398	8639	29600
399	8657	29564
400	8679	29544
401	8698	29513
402	8723	29502
403	8747	29488
404	8771	29475
405	8792	29451
406	8816	29438
407	8841	29428
408	8864	29409
409	8882	29377
410	8901	29346
411	8920	29317
412	8944	29302
413	8965	29278
414	8990	29266
415	9010	29242
416	9031	29217
417	9050	29187
418	9070	29159
419	9094	29145
420	9114	29118
421	9135	29093
422	9155	29069
423	9175	29039
424	9193	29009
425	9215	28988
426	9238	28970
427	9257	28939
428	9279	28921
429	9301	28900
430	9320	28869
431	9343	28852
432	9364	28828
433	9380	28790
434	9401	28765
435	9416	28723
436	9440	28710
437	9462	28688
438	9483	28667
439	9503	28640
440	9526	28622
441	9546	28597
442	9567	28572
443	9591	28557
444	9612	28534
445	9631	28506
446	9651	28478
447	9671	28454
448	9692	28429
449	9715	28412
450	9739	28397
451	9764	28386
452	9786	28366
453	9810	28349
454	9831	28327
455	9852	28305
456	9875	28285
457	9897	28266
458	9912	28225
459	9936	28210
460	9961	28200
461	9985	28183
462	10005	28158
463	10027	28136
464	10049	28116
465	10072	28099
466	10094	28078
467	10115	28054
468	10137	28033
469	10156	28006
470	10179	27989
471	10202	27970
472	10224	27950
473	10248	27934
474	10271	27917
475	10296	27904
476	10319	27885
477	10342	27869
478	10364	27847
479	10385	27823
480	10403	27793
481	10420	27760
482	10439	27731
483	10459	27704
484	10482	27687
485	10506	27672
486	10531	27659
487	10551	27631
488	10573	27611
489	10592	27582
490	10611	27555
491	10632	27532
492	10654	27512
493	10675	27488
494	10699	27473
495	10724	27459
496	10745	27437
497	10768	27417
498	10789	27396
499	10809	27370
500	10833	27354
501	10855	27334
502	10877	27313
503	10897	27288
504	10922	27273
505	10945	27255
506	10970	27242
507	10993	27224
508	11014	27201
509	11040	27190
510	11060	27165
511	11082	27143
512	11100	27111
513	11122	27093
514	11144	27071
515	11168	27054
516	11193	27041
517	11212	27013
518	11236	26998
519	11255	26969
520	11276	26946
521	11299	26928
522	11317	26897
523	11336	26869
524	11359	26850
525	11377	26822
526	11398	26799
527	11421	26779
528	11444	26762
529	11465	26737
530	11487	26716
531	11508	26695
532	11531	26676
533	11553	26654
534	11572	26628
535	11593	26603
536	11613	26580
537	11633	26553
538	11652	26525
539	11670	26495
540	11695	26481
541	11713	26453
542	11736	26434
543	11761	26420
544	11785	26403
545	11805	26378
546	11830	26363
547	11852	26343
548	11874	26323
549	11895	26300
550	11917	26278
551	11942	26264
552	11966	26249
553	11988	26226
554	12009	26205
555	12029	26178
556	12047	26150
557	12065	26121
558	12088	26101
559	12112	26086
560	12131	26057
561	12150	26029
562	12172	26010
563	12191	25982
564	12212	25960
565	12236	25942
566	12256	25918
567	12278	25896
568	12300	25877
569	12324	25860
570	12343	25831
571	12360	25800
572	12380	25776
573	12401	25753
574	12419	25725
575	12443	25708
576	12465	25686
577	12490	25671
578	12510	25647
579	12532	25626
580	12557	25611
581	12580	25593
582	12600	25569
583	12619	25541
584	12642	25521
585	12666	25506
586	12687	25482
587	12703	25450
588	12722	25423
589	12742	25398
590	12761	25372
591	12782	25349
592	12802	25324
593	12824	25304
594	12846	25282
595	12867	25260
596	12887	25234
597	12910	25215
598	12929	25189
599	12947	25162
600	12964	25130
601	12981	25100
602	12999	25071
603	13020	25050
604	13038	25021
605	13062	25004
606	13083	24981
607	13105	24960
608	13127	24939
609	13144	24910
610	13166	24890
611	13189	24869
612	13210	24848
613	13232	24827
614	13256	24810
615	13275	24784
616	13296	24760
617	13317	24739
618	13338	24716
619	13356	24688
620	13379	24669
621	13401	24647
622	13422	24626
623	13439	24596
624	13457	24567
625	13482	24552
626	13504	24532
627	13527	24512
628	13549	24492
629	13577	24482
630	13597	24458
631	13618	24435
632	13637	24409
633	13661	24391
634	13684	24374
635	13708	24356
636	13726	24328
637	13752	24314
638	13774	24293
639	13800	24279
640	13826	24266
641	13851	24251
642	13873	24230
643	13896	24211
644	13922	24197
645	13944	24176
646	13966	24156
647	13989	24136
648	14011	24115
649	14029	24087
650	14051	24067
651	14072	24044
652	14089	24014
653	14107	23987
654	14125	23959
655	14141	23929
656	14162	23906
657	14185	23886
658	14208	23868
659	14233	23852
660	14257	23834
661	14281	23817
662	14304	23797
663	14325	23774
664	14344	23749
665	14367	23730
666	14392	23714
667	14414	23693
668	14438	23675
669	14464	23662
670	14490	23647
671	14506	23615
672	14523	23586
673	14543	23563
674	14565	23542
675	14591	23526
676	14617	23512
677	14643	23498
678	14667	23481
679	14693	23465
680	14709	23436
681	14732	23415
682	14754	23394
683	14772	23368
684	14790	23340
685	14812	23319
686	14834	23299
687	14855	23276
688	14873	23248
689	14890	23219
690	14908	23193
691	14925	23165
692	14948	23145
693	14969	23122
694	14989	23098
695	15011	23078
696	15034	23059
697	15056	23037
698	15081	23021
699	15103	22999
700	15119	22970
701	15137	22942
702	15159	22922
703	15176	22894
704	15200	22876
705	15224	22858
706	15249	22841
707	15273	22823
708	15290	22795
709	15308	22769
710	15327	22743
711	15352	22726
712	15377	22711
713	15399	22689
714	15425	22674
715	15448	22654
716	15468	22631
717	15493	22614
718	15514	22592
719	15538	22574
720	15563	22557
721	15585	22536
722	15609	22518
723	15631	22497
724	15653	22476
725	15675	22454
726	15698	22435
727	15722	22417
728	15743	22395
729	15767	22376
730	15788	22354
731	15808	22330
732	15830	22310
733	15853	22290
734	15876	22270
735	15894	22243
736	15912	22217
737	15936	22198
738	15953	22171
739	15976	22150
740	15999	22131
741	16019	22107
742	16039	22083
743	16055	22054
744	16080	22037
745	16104	22019
746	16123	21995
747	16146	21975
748	16170	21956
749	16189	21931
750	16207	21905
751	16229	21883
752	16253	21865
753	16275	21844
754	16296	21822
755	16319	21802
756	16342	21782
757	16365	21763
758	16384	21737
759	16402	21711
760	16421	21686
761	16444	21667
762	16468	21648
763	16492	21630
764	16513	21608
765	16538	21590
766	16557	21565
767	16576	21540
768	16599	21520
769	16622	21500
770	16641	21476
771	16658	21448
772	16680	21428
773	16701	21405
774	16723	21384
775	16745	21363
776	16768	21344
777	16788	21320
778	16806	21293
779	16830	21275
780	16853	21255
781	16875	21234
782	16895	21211
783	16917	21190
784	16935	21163
785	16953	21137
786	16974	21115
787	16997	21096
788	17021	21077
789	17040	21052
790	17059	21028
791	17083	21009
792	17106	20989
793	17133	20974
794	17156	20954
795	17179	20934
796	17200	20912
797	17223	20892
798	17247	20874
799	17266	20849
800	17287	20827
801	17309	20806
802	17336	20790
803	17357	20768
804	17382	20750
805	17408	20734
806	17429	20712
807	17446	20685
808	17463	20658
809	17487	20639
810	17512	20621
811	17536	20603
812	17560	20584
813	17580	20560
814	17599	20536
815	17622	20516
816	17646	20497
817	17664	20471
818	17688	20452
819	17704	20424
820	17722	20398
821	17745	20378
822	17765	20355
823	17783	20329
824	17802	20305
825	17825	20285
826	17849	20267
827	17875	20249
828	17895	20227
829	17918	20206
830	17942	20188
831	17960	20162
832	17982	20141
833	17999	20114
834	18019	20091
835	18035	20063
836	18051	20035
837	18071	20012
838	18090	19988
839	18109	19963
840	18131	19942
841	18152	19920
842	18172	19897
843	18192	19873
844	18215	19854
845	18240	19835
846	18261	19813
847	18279	19788
848	18299	19765
849	18323	19746
850	18347	19726
851	18371	19708
852	18392	19686
853	18410	19661
854	18431	19638
855	18455	19620
856	18476	19597
857	18500	19578
858	18523	19558
859	18545	19537
860	18572	19521
861	18594	19500
862	18616	19479
863	18637	19457
864	18658	19434
865	18680	19413
866	18703	19394
867	18725	19372
868	18748	19352
869	18770	19331
870	18791	19309
871	18815	19290
872	18837	19268
873	18855	19243
874	18876	19221
875	18893	19195
876	18913	19172
877	18935	19151
878	18958	19131
879	18983	19112
880	19007	19093
881	19028	19071
882	19050	19050
883	19075	19032
884	19099	19012
885	19121	18992
886	19144	18972
887	19168	18952
888	19192	18933
889	19214	18912
890	19232	18886
891	19254	18865
892	19276	18844
893	19300	18825
894	19324	18806
895	19349	18787
896	19375	18770
897	19393	18745
898	19413	18722
899	19436	18702
900	19461	18683
901	19483	18662
902	19499	18635
903	19522	18615
904	19541	18591
905	19565	18572
906	19584	18548
907	19606	18526
908	19628	18505
909	19653	18487
910	19676	18467
911	19695	18442
912	19716	18421
913	19739	18400
914	19758	18376
915	19784	18359
916	19808	18339
917	19834	18321
918	19857	18301
919	19880	18281
920	19901	18259
921	19922	18237
922	19939	18211
923	19961	18190
924	19984	18169
925	20000	18143
926	20017	18117
927	20034	18091
928	20054	18068
929	20070	18042
930	20089	18017
931	20106	17992
932	20124	17967
933	20147	17947
934	20173	17929
935	20194	17907
936	20218	17888
937	20241	17867
938	20259	17843
939	20277	17818
940	20302	17799
941	20325	17779
942	20349	17760
943	20370	17737
944	20393	17717
945	20414	17695
946	20436	17673
947	20460	17654
948	20483	17634
949	20509	17616
950	20529	17593
951	20551	17572
952	20572	17550
953	20594	17528
954	20618	17509
955	20641	17489
956	20661	17466
957	20679	17441
958	20702	17421
959	20726	17401
960	20746	17378
961	20767	17356
962	20792	17337
963	20817	17319
964	20837	17296
965	20861	17276
966	20882	17254
967	20906	17234
968	20929	17214
969	20952	17194
970	20975	17173
971	20991	17147
972	21016	17128
973	21035	17104
974	21060	17085
975	21079	17062
976	21103	17042
977	21125	17021
978	21148	17001
979	21172	16980
980	21191	16957
981	21214	16937
982	21228	16909
983	21246	16884
984	21269	16864
985	21292	16843
986	21316	16823
987	21332	16798
988	21351	16774
989	21372	16752
990	21396	16733
991	21421	16713
992	21443	16692
993	21462	16668
994	21482	16646
995	21502	16623
996	21524	16601
997	21541	16576
998	21560	16553
999	21582	16532
1000	21605	16511
1001	21627	16490
1002	21646	16467
1003	21663	16442
1004	21688	16422
1005	21710	16401
1006	21728	16377
1007	21751	16356
1008	21768	16331
1009	21788	16309
1010	21811	16288
1011	21834	16268
1012	21858	16248
1013	21880	16227
1014	21898	16203
1015	21922	16182
1016	21944	16161
1017	21967	16141
1018	21980	16113
1019	21998	16089
1020	22019	16067
1021	22038	16043
1022	22055	16018
1023	22071	15993
1024	22087	15967
1025	22104	15943
1026	22122	15918
1027	22142	15896
1028	22159	15871
1029	22175	15845
1030	22189	15818
1031	22206	15794
1032	22225	15770
1033	22248	15750
1034	22268	15727
1035	22288	15705
1036	22309	15683
1037	22328	15660
1038	22344	15634
1039	22365	15613
1040	22391	15594
1041	22412	15572
1042	22434	15551
1043	22452	15527
1044	22471	15504
1045	22493	15483
1046	22511	15459
1047	22532	15437
1048	22553	15415
1049	22570	15391
1050	22592	15369
1051	22613	15348
1052	22632	15324
1053	22648	15299
1054	22668	15277
1055	22687	15254
1056	22709	15232
1057	22732	15212
1058	22752	15189
1059	22771	15166
1060	22790	15143
1061	22807	15118
1062	22824	15094
1063	22842	15070
1064	22859	15046
1065	22877	15022
1066	22895	14999
1067	22916	14977
1068	22934	14953
1069	22954	14931
1070	22969	14905
1071	22987	14881
1072	23006	14858
1073	23025	14835
1074	23042	14811
1075	23059	14787
1076	23075	14762
1077	23094	14739
1078	23112	14715
1079	23129	14691
1080	23153	14671
1081	23171	14647
1082	23195	14628
1083	23216	14606
1084	23241	14587
1085	23266	14568
1086	23290	14548
1087	23311	14527
1088	23334	14506
1089	23359	14487
1090	23378	14463
1091	23398	14441
1092	23419	14420
1093	23440	14398
1094	23459	14375
1095	23477	14352
1096	23501	14332
1097	23520	14309
1098	23541	14287
1099	23561	14265
1100	23584	14245
1101	23605	14223
1102	23628	14202
1103	23650	14181
1104	23672	14160
1105	23692	14138
1106	23714	14117
1107	23736	14096
1108	23761	14077
1109	23784	14056
1110	23805	14034
1111	23823	14011
1112	23843	13988
1113	23865	13967
1114	23888	13947
1115	23906	13923
1116	23924	13900
1117	23942	13877
1118	23960	13853
1119	23984	13833
1120	24004	13811
1121	24023	13788
1122	24047	13768
1123	24065	13745
1124	24089	13725
1125	24112	13704
1126	24136	13684
1127	24157	13663
1128	24178	13641
1129	24199	13620
1130	24219	13597
1131	24242	13577
1132	24266	13557
1133	24287	13535
1134	24310	13515
1135	24332	13494
1136	24356	13474
1137	24379	13453
1138	24400	13432
1139	24420	13409
1140	24443	13389
1141	24461	13366
1142	24484	13345
1143	24505	13323
1144	24526	13302
1145	24550	13281
1146	24571	13260
1147	24593	13239
1148	24619	13220
1149	24642	13199
1150	24663	13178
1151	24680	13154
1152	24695	13129
1153	24713	13106
1154	24738	13086
1155	24763	13067
1156	24786	13046
1157	24807	13024
1158	24825	13001
1159	24843	12978
1160	24864	12956
1161	24881	12933
1162	24898	12909
1163	24914	12885
1164	24935	12863
1165	24947	12837
1166	24965	12814
1167	24986	12792
1168	25010	12772
1169	25034	12752
1170	25055	12730
1171	25075	12708
1172	25098	12688
1173	25116	12665
1174	25134	12641
1175	25150	12618
1176	25169	12595
1177	25191	12574
1178	25215	12554
1179	25239	12534
1180	25258	12511
1181	25274	12487
1182	25291	12464
1183	25310	12441
1184	25330	12419
1185	25353	12398
1186	25377	12378
1187	25398	12357
1188	25422	12337
1189	25441	12314
1190	25461	12292
1191	25481	12270
1192	25504	12250
1193	25526	12228
1194	25551	12209
1195	25574	12188
1196	25597	12167
1197	25620	12147
1198	25640	12125
1199	25664	12104
1200	25686	12083
1201	25704	12060
1202	25730	12041
1203	25753	12021
1204	25776	12000
1205	25797	11979
1206	25821	11958
1207	25840	11936
1208	25863	11915
1209	25885	11894
1210	25912	11875
1211	25931	11853
1212	25950	11830
1213	25971	11808
1214	25991	11787
1215	26011	11765
1216	26032	11743
1217	26052	11721
1218	26075	11700
1219	26099	11680
1220	26118	11658
1221	26138	11636
1222	26159	11614
1223	26176	11591
1224	26196	11569
1225	26217	11547
1226	26235	11524
1227	26254	11502
1228	26273	11480
1229	26297	11459
1230	26316	11437
1231	26339	11416
1232	26363	11396
1233	26385	11375
1234	26411	11355
1235	26430	11333
1236	26450	11311
1237	26476	11292
1238	26504	11273
1239	26528	11253
1240	26553	11233
1241	26574	11211
1242	26594	11189
1243	26616	11168
1244	26633	11145
1245	26652	11123
1246	26669	11099
1247	26688	11077
1248	26706	11054
1249	26727	11033
1250	26746	11010
1251	26769	10990
1252	26793	10969
1253	26817	10949
1254	26839	10928
1255	26861	10907
1256	26884	10886
1257	26903	10864
1258	26924	10842
1259	26945	10820
1260	26966	10799
1261	26985	10777
1262	27006	10755
1263	27027	10733
1264	27046	10711
1265	27066	10689
1266	27086	10668
1267	27105	10645
1268	27126	10624
1269	27154	10605
1270	27171	10582
1271	27197	10562
1272	27222	10542
1273	27242	10520
1274	27269	10501
1275	27295	10481
1276	27323	10463
1277	27348	10442
1278	27373	10423
1279	27400	10403
1280	27420	10381
1281	27445	10361
1282	27474	10343
1283	27499	10322
1284	27523	10302
1285	27541	10279
1286	27567	10260
1287	27587	10238
1288	27612	10218
1289	27637	10197
1290	27655	10175
1291	27680	10155
1292	27700	10133
1293	27726	10113
1294	27745	10091
1295	27765	10069
1296	27787	10048
1297	27808	10026
1298	27834	10006
1299	27862	9987
1300	27889	9968
1301	27910	9946
1302	27932	9925
1303	27957	9905
1304	27981	9884
1305	28006	9864
1306	28030	9844
1307	28050	9821
1308	28072	9800
1309	28095	9779
1310	28118	9758
1311	28141	9738
1312	28164	9717
1313	28189	9696
1314	28211	9675
1315	28232	9653
1316	28260	9634
1317	28288	9615
1318	28314	9595
1319	28339	9575
1320	28364	9555
1321	28389	9534
1322	28415	9514
1323	28441	9494
1324	28464	9473
1325	28488	9453
1326	28515	9433
1327	28543	9414
1328	28570	9394
1329	28595	9374
1330	28620	9353
1331	28640	9331
1332	28665	9311
1333	28687	9290
1334	28714	9270
1335	28736	9249
1336	28760	9228
1337	28786	9208
1338	28813	9188
1339	28842	9169
1340	28868	9149
1341	28886	9126
1342	28909	9105
1343	28933	9084
1344	28956	9063
1345	28979	9042
1346	28995	9019
1347	29015	8997
1348	29035	8975
1349	29060	8954
1350	29082	8933
1351	29105	8912
1352	29122	8889
1353	29143	8867
1354	29162	8845
1355	29178	8822
1356	29196	8799
1357	29216	8777
1358	29235	8755
1359	29255	8733
1360	29275	8711
1361	29294	8689
1362	29316	8668
1363	29335	8645
1364	29358	8624
1365	29380	8603
1366	29400	8581
1367	29420	8559
1368	29440	8537
1369	29460	8515
1370	29478	8493
1371	29498	8471
1372	29517	8448
1373	29535	8426
1374	29560	8406
1375	29582	8384
1376	29604	8363
1377	29624	8341
1378	29650	8321
1379	29669	8298
1380	29687	8276
1381	29707	8254
1382	29726	8232
1383	29744	8209
1384	29764	8187
1385	29786	8166
1386	29811	8146
1387	29835	8125
1388	29857	8103
1389	29874	8081
1390	29897	8060
1391	29922	8039
1392	29943	8017
1393	29963	7995
1394	29982	7973
1395	30005	7952
1396	30027	7931
1397	30045	7909
1398	30068	7887
1399	30086	7865
1400	30108	7844
1401	30129	7822
1402	30155	7802
1403	30180	7781
1404	30201	7759
1405	30219	7737
1406	30246	7717
1407	30271	7696
1408	30292	7675
1409	30314	7653
1410	30333	7631
1411	30352	7609
1412	30369	7587
1413	30390	7565
1414	30408	7543
1415	30430	7521
1416	30453	7500
1417	30478	7479
1418	30500	7458
1419	30522	7437
1420	30541	7415
1421	30562	7393
1422	30586	7372
1423	30608	7351
1424	30632	7330
1425	30654	7308
1426	30677	7287
1427	30701	7266
1428	30726	7246
1429	30749	7225
1430	30772	7203
1431	30795	7182
1432	30817	7161
1433	30839	7140
1434	30863	7119
1435	30883	7097
1436	30906	7076
1437	30931	7055
1438	30952	7033
1439	30979	7013
1440	30999	6991
1441	31017	6969
1442	31035	6946
1443	31055	6925
1444	31074	6903
1445	31093	6881
1446	31116	6859
1447	31138	6838
1448	31161	6817
1449	31179	6795
1450	31206	6774
1451	31231	6753
1452	31252	6732
1453	31270	6710
1454	31292	6688
1455	31310	6666
1456	31335	6645
1457	31355	6623
1458	31374	6601
1459	31394	6579
1460	31416	6558
1461	31440	6537
1462	31458	6515
1463	31476	6493
1464	31502	6472
1465	31526	6451
1466	31549	6430
1467	31570	6408
1468	31595	6388
1469	31617	6366
1470	31639	6345
1471	31663	6324
1472	31686	6302
1473	31710	6281
1474	31733	6260
1475	31759	6239
1476	31777	6217
1477	31795	6195
1478	31812	6173
1479	31828	6150
1480	31851	6129
1481	31867	6106
1482	31886	6084
1483	31908	6063
1484	31932	6042
1485	31950	6020
1486	31972	5998
1487	31990	5976
1488	32011	5955
1489	32028	5932
1490	32049	5911
1491	32070	5889
1492	32088	5867
1493	32104	5845
1494	32122	5822
1495	32141	5800
1496	32160	5778
1497	32178	5756
1498	32196	5734
1499	32218	5713
1500	32241	5692
1501	32259	5670
1502	32277	5647
1503	32297	5626
1504	32315	5604
1505	32334	5582
1506	32352	5560
1507	32372	5538
1508	32392	5516
1509	32411	5494
1510	32430	5473
1511	32449	5451
1512	32473	5430
1513	32491	5408
1514	32515	5387
1515	32539	5366
1516	32560	5344
1517	32582	5323
1518	32601	5301
1519	32622	5279
1520	32643	5258
1521	32664	5236
1522	32686	5215
1523	32707	5193
1524	32726	5171
1525	32750	5150
1526	32769	5128
1527	32789	5107
1528	32810	5085
1529	32827	5063
1530	32844	5041
1531	32862	5019
1532	32880	4997
1533	32899	4975
1534	32917	4953
1535	32935	4931
1536	32954	4909
1537	32973	4888
1538	32996	4866
1539	33015	4845
1540	33039	4824
1541	33057	4802
1542	33074	4779
1543	33089	4757
1544	33110	4736
1545	33130	4714
1546	33155	4693
1547	33175	4672
1548	33199	4650
1549	33221	4629
1550	33246	4608
1551	33265	4586
1552	33283	4564
1553	33301	4543
1554	33320	4521
1555	33341	4499
1556	33361	4478
1557	33385	4457
1558	33406	4435
1559	33430	4414
1560	33450	4392
1561	33473	4371
1562	33492	4349
1563	33514	4328
1564	33532	4306
1565	33552	4285
1566	33571	4263
1567	33604	4243
1568	33623	4221
1569	33646	4200
1570	33665	4178
1571	33685	4157
1572	33703	4135
1573	33728	4114
1574	33746	4092
1575	33764	4070
1576	33780	4048
1577	33799	4026
1578	33814	4004
1579	33837	3983
1580	33858	3961
1581	33878	3940
1582	33901	3919
1583	33924	3897
1584	33942	3876
1585	33961	3854
1586	33981	3832
1587	34000	3811
1588	34022	3789
1589	34039	3767
1590	34056	3746
1591	34077	3724
1592	34104	3703
1593	34124	3682
1594	34147	3660
1595	34168	3639
1596	34192	3618
1597	34211	3596
1598	34228	3574
1599	34249	3553
1600	34266	3531
1601	34283	3509
1602	34299	3487
1603	34316	3465
1604	34334	3444
1605	34358	3423
1606	34384	3402
1607	34412	3381
1608	34437	3360
1609	34460	3339
1610	34486	3318
1611	34513	3297
1612	34538	3276
1613	34554	3254
1614	34572	3232
1615	34589	3210
1616	34609	3189
1617	34632	3167
1618	34654	3146
1619	34672	3124
1620	34696	3103
1621	34718	3082
1622	34736	3060
1623	34761	3039
1624	34779	3017
1625	34798	2996
1626	34820	2974
1627	34841	2953
1628	34864	2932
1629	34883	2910
1630	34905	2889
1631	34927	2867
1632	34951	2846
1633	34974	2825
1634	34999	2804
1635	35018	2782
1636	35033	2760
1637	35051	2739
1638	35069	2717
1639	35094	2696
1640	35119	2675
1641	35143	2653
1642	35162	2632
1643	35188	2611
1644	35207	2589
1645	35225	2568
1646	35243	2546
1647	35260	2524
1648	35279	2503
1649	35294	2481
1650	35309	2459
1651	35332	2438
1652	35357	2417
1653	35381	2395
1654	35405	2374
1655	35431	2353
1656	35455	2332
1657	35473	2310
1658	35497	2289
1659	35522	2268
1660	35540	2246
1661	35559	2225
1662	35576	2203
1663	35594	2181
1664	35617	2160
1665	35635	2139
1666	35655	2117
1667	35672	2095
