iter	Logloss
194	0.1450475404
195	0.1449861994
196	0.1449564583
197	0.1449222882
198	0.1448907881
199	0.1448338501
200	0.144793866
201	0.1447914639
202	0.144789438
203	0.1447611339
204	0.1447012071
205	0.1446401676
206	0.1446118678
207	0.1445638693
208	0.1445146475
209	0.1444684948
210	0.144414921
211	0.144388955
212	0.1443227208
213	0.1442946238
214	0.1442680776
215	0.1442479094
216	0.1442134399
217	0.1441773242
218	0.1441645489
219	0.1441328741
220	0.1441060785
221	0.1440829691
222	0.1440327073
223	0.1439944898
224	0.1439583004
225	0.1439144989
226	0.1438790913
227	0.1438508566
228	0.1438175367
229	0.1438158037
230	0.1437841582
231	0.1437481282
232	0.1437114127
233	0.143709363
234	0.1436847006
235	0.1436560581
236	0.1436321831
237	0.1436036187
238	0.1435849448
239	0.1435837432
240	0.1435821652
241	0.1435476112
242	0.1435213329
243	0.1434813325
244	0.1434445694
245	0.1434425652
246	0.1434189374
247	0.1434174332
248	0.1433925778
249	0.1433910172
250	0.1433370638
251	0.1433230153
252	0.1433220013
253	0.1433199147
254	0.1433186177
255	0.1432971653
256	0.1432956915
257	0.1432587223
258	0.1432572962
259	0.1432249838
260	0.1432240327
261	0.1432017019
262	0.1431772326
263	0.1431541698
264	0.1431153417
265	0.1430777066
266	0.1430562088
267	0.1430286291
268	0.1430120863
269	0.142986669
270	0.1429751333
271	0.1429512658
272	0.1429308666
273	0.1429009747
274	0.1428804865
275	0.142858467
276	0.1428571429
277	0.1428446853
278	0.1428066218
279	0.1427671616
280	0.1427414385
281	0.1427155387
282	0.142671761
283	0.1426355911
284	0.1426061732
285	0.1425623598
286	0.1425611093
287	0.142559937
288	0.1425587527
289	0.1425575999
290	0.1425430797
291	0.1424913831
292	0.1424602983
293	0.1424133377
294	0.1423930501
295	0.1423709601
296	0.142332504
297	0.1422978979
298	0.142281611
299	0.1422619199
300	0.1422255244
301	0.1422073158
302	0.1421813824
303	0.1421501913
304	0.1421373868
305	0.1421208157
306	0.1421100391
307	0.1420964722
308	0.1420678828
309	0.1420214785
310	0.1420063661
311	0.141997765
312	0.1419622404
313	0.141935704
314	0.1419068413
315	0.1419057612
316	0.1418841277
317	0.1418472832
318	0.1418301212
319	0.1417851777
320	0.1417840823
321	0.1417521723
322	0.1417511485
323	0.1417323847
324	0.1417009355
325	0.1416745986
326	0.1416455289
327	0.141615996
328	0.141586385
329	0.1415853374
330	0.1415450421
331	0.1415443079
332	0.1415024693
333	0.1414368326
334	0.1414131181
335	0.1413774915
336	0.1413594163
337	0.141335308
338	0.1413069128
339	0.1412706322
340	0.1412696323
341	0.1412428617
342	0.1412142788
343	0.1412129091
344	0.1411877608
345	0.1411617732
346	0.1411531168
347	0.1411333183
348	0.1411323965
349	0.1411063026
350	0.1411054122
351	0.1410830923
352	0.1410445223
353	0.1410146641
354	0.1409963102
355	0.1409955554
356	0.1409863004
357	0.1409406064
358	0.1409136026
359	0.1408790832
360	0.1408365528
361	0.1408356765
362	0.1408348338
363	0.1408070188
364	0.1408064484
365	0.1407805236
366	0.1407414548
367	0.1407045962
368	0.1406798178
369	0.1406523606
370	0.1406288543
371	0.1406280301
372	0.1406027907
373	0.1405731114
374	0.1405576303
375	0.140556484
376	0.1405304085
377	0.1405130599
378	0.140487839
379	0.1404523696
380	0.140435418
381	0.1404239191
382	0.1403989053
383	0.1403811793
384	0.1403528188
385	0.1403387941
386	0.1403118098
387	0.1402853905
388	0.1402666451
389	0.1402353608
390	0.1402352795
391	0.1402048313
392	0.1401774696
393	0.1401773145
394	0.1401483911
395	0.1401476526
396	0.1401475506
397	0.1401277489
398	0.1401075134
399	0.1400919401
400	0.1400912092
401	0.1400911376
402	0.1400708544
403	0.1400298454
404	0.1399985806
405	0.1399861415
406	0.1399566293
407	0.1399437043
408	0.1399197457
409	0.1399197468
410	0.1399196145
411	0.1399189399
412	0.1398958164
413	0.1398491269
414	0.1398151899
415	0.1397870929
416	0.1397869422
417	0.1397868489
418	0.1397867166
419	0.1397860605
420	0.1397859239
421	0.1397858219
422	0.1397851799
423	0.1397669876
424	0.1397668336
425	0.1397335657
426	0.1396897826
427	0.1396739361
428	0.1396535292
429	0.1396391076
430	0.1396389862
431	0.1396079925
432	0.1396072702
433	0.139607178
434	0.1396065545
435	0.1396064536
436	0.1396057367
437	0.1395778133
438	0.139559712
439	0.1395434425
440	0.1395426682
441	0.139532705
442	0.1395190089
443	0.1395002949
444	0.1394826655
445	0.1394748658
446	0.1394592892
447	0.1394349858
448	0.1394117701
449	0.1393872812
450	0.1393661174
451	0.1393465228
452	0.1393320145
453	0.1393185657
454	0.1392885806
455	0.1392880286
456	0.1392685067
457	0.1392580641
458	0.1392573332
459	0.1392415365
460	0.1392129319
461	0.1392019775
462	0.1391795795
463	0.1391429356
464	0.1391280163
465	0.1391271595
466	0.1391113617
467	0.1390737473
468	0.1390368778
469	0.1390361978
470	0.1390087364
471	0.1389862397
472	0.1389368628
473	0.1389240376
474	0.1388928552
475	0.1388388237
476	0.1388106899
477	0.1387926201
478	0.1387647779
479	0.138764163
480	0.1387355053
481	0.1387354338
482	0.1387353362
483	0.1387352396
484	0.1387348069
485	0.1387199548
486	0.1386937514
487	0.1386697418
488	0.1386489001
489	0.1386213681
490	0.1386039132
491	0.1385887173
492	0.1385600173
493	0.1385324854
494	0.1385146346
495	0.1385089194
496	0.1384889116
497	0.1384488928
498	0.1384484048
499	0.1384482952
500	0.1384477595
501	0.1384126285
502	0.1383822617
503	0.1383529631
504	0.1383362435
505	0.1383107514
506	0.138280146
507	0.1382594029
508	0.1382370808
509	0.1382169896
510	0.1381945384
511	0.138189193
512	0.1381679348
513	0.1381608693
514	0.138144397
515	0.1381174702
516	0.1381070948
517	0.138106994
518	0.1380896215
519	0.138089538
520	0.1380889741
521	0.1380884698
522	0.1380884123
523	0.1380883017
524	0.138062814
525	0.1380380659
526	0.138032291
527	0.1380160887
528	0.1380090145
529	0.1379867771
530	0.1379617622
531	0.1379613457
532	0.1379260879
533	0.1379255879
534	0.137925089
535	0.1379247615
536	0.1379246997
537	0.1379246336
538	0.1379245674
539	0.1379245023
540	0.1379181863
541	0.1379181234
542	0.1378955996
543	0.1378716594
544	0.1378638522
545	0.1378420496
546	0.1378086429
547	0.1377943103
548	0.1377739522
549	0.1377734718
550	0.1377561156
551	0.1377556536
552	0.13773964
553	0.1377326103
554	0.1377321429
555	0.1377321494
556	0.1377320757
557	0.1377320128
558	0.1377315822
559	0.1377149255
560	0.1376927607
561	0.1376927455
562	0.1376922824
563	0.137692226
564	0.1376917857
565	0.137684293
566	0.1376601934
567	0.1376309219
568	0.1376112655
569	0.137610758
570	0.1376106322
571	0.137610579
572	0.1376101572
573	0.1375859936
574	0.137585909
575	0.1375597142
576	0.137520306
577	0.1375000846
578	0.1374763429
579	0.1374759297
580	0.137465267
581	0.1374544102
582	0.1374312866
583	0.1374312227
584	0.1374023112
585	0.1373656294
586	0.1373397632
587	0.1373396873
588	0.1373396547
589	0.1373392459
590	0.1373385952
591	0.137338169
592	0.1373263307
593	0.1373070029
594	0.1373065582
595	0.1372975884
596	0.1372699697
597	0.1372400301
598	0.137239964
599	0.1372399662
600	0.1372399672
601	0.1372398827
602	0.1372398284
603	0.1372221491
604	0.1372220699
605	0.1372216599
606	0.1372215905
607	0.1371927246
608	0.1371532437
609	0.1371531527
610	0.1371335396
611	0.1371279144
612	0.1371274459
613	0.1371270349
614	0.13711148
615	0.1370955586
616	0.1370951541
617	0.1370675017
618	0.1370583996
619	0.1370341384
620	0.1370065674
621	0.136987309
622	0.1369698921
623	0.1369698433
624	0.136969788
625	0.1369611207
626	0.1369425933
627	0.1369330194
628	0.1369282194
629	0.1369014293
630	0.1369013349
631	0.1369012894
632	0.1369012536
633	0.1369008881
634	0.1368800409
635	0.1368567005
636	0.1368566582
637	0.1368434253
638	0.1368433906
639	0.13684305
640	0.1368271644
641	0.1368040463
642	0.1367755882
643	0.1367520048
644	0.1367288282
645	0.1367103159
646	0.1366905847
647	0.1366617296
648	0.1366257863
649	0.1366006457
650	0.1365725866
651	0.1365499403
652	0.1365310571
653	0.136531042
654	0.1365309899
655	0.1365309866
656	0.1365306656
657	0.1365085876
658	0.1364777728
659	0.1364687314
660	0.1364683291
661	0.136446135
662	0.1364300878
663	0.1363935936
664	0.136374025
665	0.1363735706
666	0.1363545497
667	0.1363404839
668	0.1363078201
669	0.1363009097
670	0.1362841988
671	0.1362841999
672	0.1362841478
673	0.1362568392
674	0.1362299211
675	0.1362108048
676	0.1362034595
677	0.1361910182
678	0.1361820527
679	0.136151572
680	0.1361515015
681	0.1361442344
682	0.1361278911
683	0.1361278249
684	0.1361278162
685	0.1361274963
686	0.1361076035
687	0.1360588686
688	0.136058809
689	0.1360587689
690	0.1360587027
691	0.1360586724
692	0.1360583481
693	0.1360380518
694	0.136038028
695	0.1360377189
696	0.136024217
697	0.1359957426
698	0.1359730746
699	0.135965751
700	0.1359656577
701	0.1359465056
702	0.1359282591
703	0.135928207
704	0.1358981395
705	0.1358751168
706	0.1358650321
707	0.1358438455
708	0.1358437848
709	0.1358221503
710	0.1358220971
711	0.1357990766
712	0.1357789485
713	0.135756403
714	0.1357477607
715	0.1357392247
716	0.1357210605
717	0.1356837323
718	0.1356663827
719	0.135654643
720	0.1356398408
721	0.1356034778
722	0.1355820819
723	0.1355643657
724	0.1355430316
725	0.1355251429
726	0.1355083908
727	0.1354947934
728	0.1354730103
729	0.1354599823
730	0.1354419136
731	0.135423718
732	0.135405453
733	0.1354051396
734	0.1353905879
735	0.1353905532
736	0.1353904936
737	0.1353477483
738	0.1353477136
739	0.13533451
740	0.1353175572
741	0.1353175127
742	0.1353174694
743	0.135317401
744	0.1352980646
745	0.1352898116
746	0.135289804
747	0.1352806097
748	0.1352647512
749	0.1352647056
750	0.1352646915
751	0.1352349016
752	0.1352100538
753	0.1351949934
754	0.1351600078
755	0.1351447576
756	0.1351210995
757	0.1351133942
758	0.1350875811
759	0.1350875215
760	0.1350874737
761	0.1350710611
762	0.1350493311
763	0.135031732
764	0.1350149809
765	0.1349756215
766	0.1349473922
767	0.1349473369
768	0.1349120009
769	0.1349116593
770	0.13491163
771	0.1349115975
772	0.1348909379
773	0.1348637801
774	0.1348454078
775	0.1348190525
776	0.134790693
777	0.1347732728
778	0.1347731904
779	0.1347458027
780	0.1347247202
781	0.1347109536
782	0.134698636
783	0.1346790447
784	0.1346789969
785	0.1346789612
786	0.1346786586
787	0.1346505258
788	0.1346256823
789	0.134606477
790	0.1345935933
791	0.134593256
792	0.1345906912
793	0.1345780265
794	0.1345587334
795	0.1345492994
796	0.1345347119
797	0.1345148267
798	0.1345009083
799	0.1344875463
800	0.1344656428
801	0.1344581631
802	0.1344308188
803	0.1344308188
804	0.1344108793
805	0.1343873849
806	0.1343699777
807	0.1343513516
808	0.1343513201
809	0.1343495763
810	0.1343323025
811	0.1343140277
812	0.1342967258
813	0.1342966672
814	0.134296664
815	0.1342963809
816	0.1342799064
817	0.1342798934
818	0.1342796136
819	0.1342795637
820	0.1342795323
821	0.1342792731
822	0.1342792145
823	0.1342791646
824	0.1342788859
825	0.1342741
826	0.1342629179
827	0.1342530783
828	0.1342283768
829	0.1342059148
830	0.1341906734
831	0.1341906203
832	0.1341903697
833	0.1341903112
834	0.1341902645
835	0.1341902288
836	0.1341901951
837	0.1341901377
838	0.1341901322
839	0.1341901225
840	0.1341898665
841	0.13416098
842	0.1341404842
843	0.1341271851
844	0.1341100968
845	0.1340910737
846	0.1340809066
847	0.134073018
848	0.13405646
849	0.1340405169
850	0.1340217531
851	0.1340047851
852	0.133968536
853	0.1339442477
854	0.1339279825
855	0.1339137649
856	0.1338914927
857	0.1338696055
858	0.1338488917
859	0.1338393015
860	0.1338336438
861	0.1338209617
862	0.1338208294
863	0.133820568
864	0.1337928376
865	0.1337773478
866	0.1337563087
867	0.1337337122
868	0.133733465
869	0.1337257749
870	0.1337028986
871	0.1336977321
872	0.1336976811
873	0.1336976182
874	0.1336975824
875	0.1336975358
876	0.1336975033
877	0.1336798835
878	0.133654373
879	0.1336467274
880	0.1336307019
881	0.1336147577
882	0.1336018208
883	0.1335752323
884	0.1335591352
885	0.1335456929
886	0.1335371125
887	0.1335123351
888	0.1334902755
889	0.1334695107
890	0.1334694858
891	0.1334551412
892	0.1334359663
893	0.133416812
894	0.1334015175
895	0.133401293
896	0.1333790414
897	0.1333629063
898	0.1333491474
899	0.1333274532
900	0.133301843
901	0.1332837591
902	0.1332836908
903	0.1332671436
904	0.1332671024
905	0.1332437001
906	0.1332436698
907	0.1332390249
908	0.1332304206
909	0.1332230818
910	0.1331957385
911	0.1331957331
912	0.1331798453
913	0.1331796002
914	0.1331612994
915	0.1331430637
916	0.1331341731
917	0.1331105312
918	0.1331102893
919	0.1330976192
920	0.1330796036
921	0.1330792978
922	0.1330792696
923	0.1330790299
924	0.1330722128
925	0.1330721738
926	0.1330721369
927	0.1330721109
928	0.133071856
929	0.1330718105
930	0.1330718116
931	0.1330718061
932	0.1330718018
933	0.1330668338
934	0.1330474257
935	0.1330106419
936	0.1329885248
937	0.1329833301
938	0.1329566777
939	0.1329566289
940	0.1329346278
941	0.1329139021
942	0.1329136451
943	0.1328986552
944	0.1328835992
945	0.1328597686
946	0.1328127755
947	0.1327727762
948	0.1327559557
949	0.1327414832
950	0.1327412804
951	0.1327301709
952	0.1327116044
953	0.13269164
954	0.1326669808
955	0.1326492364
956	0.1326492104
957	0.1326492104
958	0.1326489902
959	0.1326373634
960	0.132614332
961	0.1325942071
962	0.1325635789
963	0.1325425474
964	0.1325273949
965	0.1325198067
966	0.1325003976
967	0.1324866723
968	0.1324556005
969	0.1324260752
970	0.132401223
971	0.1324011862
972	0.1323903933
973	0.1323903554
974	0.1323741737
975	0.1323615491
976	0.1323449998
977	0.1323264387
978	0.1323030072
979	0.1322862345
980	0.1322726545
981	0.1322510134
982	0.1322510199
983	0.1322509527
984	0.1322362264
985	0.1322249162
986	0.1322119305
987	0.1322118969
988	0.132195584
989	0.1321800823
990	0.1321663125
991	0.1321505679
992	0.1321503249
993	0.1321502946
994	0.1321416967
995	0.1321104059
996	0.1320976675
997	0.132097533
998	0.1320950083
999	0.1320643129
1000	0.1320438897
1001	0.1320320937
1002	0.1320069021
1003	0.1320068663
1004	0.1319880439
1005	0.1319657532
1006	0.1319376411
1007	0.1319374263
1008	0.1319373873
1009	0.1319373624
1010	0.1319370272
1011	0.1319266996
1012	0.1319105028
1013	0.1318995483
1014	0.1318995158
1015	0.1318815892
1016	0.1318617245
1017	0.1318467488
1018	0.1318466718
1019	0.1318466371
1020	0.1318465915
1021	0.1318465438
1022	0.1318465351
1023	0.1318464809
1024	0.1318464809
1025	0.1318464365
1026	0.1318463996
1027	0.1318461675
1028	0.1318461556
1029	0.1318461154
1030	0.13184611
1031	0.1318461079
1032	0.1318460862
1033	0.1318458866
1034	0.1318458508
1035	0.1318298058
1036	0.1318088946
1037	0.1318086203
1038	0.1317879629
1039	0.131775501
1040	0.1317540118
1041	0.1317396976
1042	0.1317091464
1043	0.1317091323
1044	0.1316967268
1045	0.1316798207
1046	0.131679799
1047	0.1316641454
1048	0.1316473857
1049	0.1316473543
1050	0.1316287954
1051	0.1316277684
1052	0.1316277467
1053	0.1316277055
1054	0.1316275309
1055	0.1316274766
1056	0.1316272825
1057	0.1316078766
1058	0.1316078354
1059	0.13160783
1060	0.1316078061
1061	0.1316077747
1062	0.1316077335
1063	0.1316077454
1064	0.1316077346
1065	0.1316077074
1066	0.1316077042
1067	0.1316075263
1068	0.131607484
1069	0.1316074645
1070	0.131607445
1071	0.1316074081
1072	0.1316073875
1073	0.1316073832
1074	0.1316073539
1075	0.1316073062
1076	0.131607278
1077	0.1316072509
1078	0.1316072498
1079	0.1316072162
1080	0.1315981552
1081	0.131598152
1082	0.1315919368
1083	0.1315731491
1084	0.1315579499
1085	0.1315472677
1086	0.1315431705
1087	0.1315285559
1088	0.1315167143
1089	0.1314890413
1090	0.1314852467
1091	0.1314711603
1092	0.1314526892
1093	0.1314421404
1094	0.1314289464
1095	0.1314289237
1096	0.1314173522
1097	0.131417337
1098	0.1314048979
1099	0.1313838143
1100	0.1313672617
1101	0.1313605552
1102	0.1313602743
1103	0.1313342335
1104	0.1313143602
1105	0.1312732092
1106	0.1312510227
1107	0.1312318977
1108	0.1312099758
1109	0.1311946118
1110	0.1311788888
1111	0.1311788693
1112	0.1311788433
1113	0.1311548153
1114	0.1311386954
1115	0.1311386694
1116	0.1311386314
1117	0.1311216949
1118	0.1311216819
1119	0.1311020895
1120	0.1310867136
1121	0.1310866843
1122	0.1310811133
1123	0.1310811057
1124	0.1310696632
1125	0.1310536139
1126	0.1310454194
1127	0.1310330237
1128	0.1310213155
1129	0.1309965555
1130	0.130977488
1131	0.1309582654
1132	0.1309224382
1133	0.1309149356
1134	0.130905737
1135	0.1308993417
1136	0.1308784664
1137	0.1308782809
1138	0.1308637184
1139	0.1308488012
1140	0.1308266548
1141	0.1308146419
1142	0.1307918134
1143	0.1307670935
1144	0.1307574263
1145	0.1307415732
1146	0.1307242452
1147	0.1307137821
1148	0.1307059661
1149	0.1306892693
1150	0.1306664495
1151	0.1306664213
1152	0.1306663898
1153	0.1306663638
1154	0.1306547684
1155	0.1306514878
1156	0.1306317577
1157	0.1306092209
1158	0.1306091753
1159	0.1306091536
1160	0.1306091591
1161	0.1306091482
1162	0.1306091439
1163	0.1306091113
1164	0.1306089335
1165	0.1306089129
1166	0.1306089161
1167	0.1306087274
1168	0.1305981634
1169	0.130583012
1170	0.1305829925
1171	0.1305560136
1172	0.1305237608
1173	0.130523751
1174	0.1305237369
1175	0.1305237066
1176	0.1305236795
1177	0.1305012142
1178	0.1305010906
1179	0.1304822161
1180	0.1304821966
1181	0.1304821565
1182	0.1304821272
1183	0.1304821131
1184	0.1304821098
1185	0.1304819645
1186	0.1304598322
1187	0.1304445626
1188	0.1304302527
1189	0.1304121168
1190	0.1303858764
1191	0.1303609527
1192	0.1303479214
1193	0.1303337482
1194	0.1303222895
1195	0.1303116864
1196	0.1302932023
1197	0.1302711449
1198	0.1302490256
1199	0.1302374866
1200	0.1302334046
1201	0.1302078648
1202	0.1301949323
1203	0.1301879438
1204	0.1301756533
1205	0.130159708
1206	0.1301429461
1207	0.1301429157
1208	0.1301191437
1209	0.1301007128
1210	0.1300859398
1211	0.1300859225
1212	0.1300859116
1213	0.1300858813
1214	0.1300858726
1215	0.1300858748
1216	0.1300858574
1217	0.1300858281
1218	0.130085659
1219	0.1300854876
1220	0.1300854648
1221	0.1300854225
1222	0.1300854149
1223	0.1300853965
1224	0.1300853868
1225	0.1300853781
1226	0.1300853792
1227	0.1300853802
1228	0.1300853759
1229	0.1300853575
1230	0.1300853195
1231	0.1300623923
1232	0.1300442715
1233	0.130044265
1234	0.1300217792
1235	0.1300105417
1236	0.1300105406
1237	0.1300025935
1238	0.1299877489
1239	0.1299723503
1240	0.1299637719
1241	0.1299464016
1242	0.1299463821
1243	0.1299353919
1244	0.1299353702
1245	0.1299353518
1246	0.1299353181
1247	0.1299353051
1248	0.1299352856
1249	0.1299352758
1250	0.1299352574
1251	0.1299350947
1252	0.1299225504
1253	0.129919143
1254	0.129919143
1255	0.1299137986
1256	0.1298993
1257	0.1298992697
1258	0.1298992566
1259	0.1298992577
1260	0.1298992176
1261	0.1298992078
1262	0.1298963947
1263	0.1298963719
1264	0.1298963415
1265	0.1298963404
1266	0.1298963231
1267	0.1298963003
1268	0.129896284
1269	0.1298780711
1270	0.1298756679
1271	0.1298602085
1272	0.1298474613
1273	0.1298318111
1274	0.1298234041
1275	0.1298105464
1276	0.1298021502
1277	0.1297924169
1278	0.1297872753
1279	0.1297712954
1280	0.1297672979
1281	0.129742847
1282	0.1297293223
1283	0.1297160406
1284	0.1297045677
1285	0.1296874056
1286	0.1296674597
1287	0.1296674391
1288	0.1296469921
1289	0.1296314774
1290	0.1296314568
1291	0.1296092344
1292	0.1296092301
1293	0.1296090739
1294	0.1296090457
1295	0.1296090382
1296	0.1296088657
1297	0.1295935668
1298	0.1295887007
1299	0.1295591678
1300	0.1295459045
1301	0.1295273163
1302	0.1295130325
1303	0.1295012332
1304	0.129480334
1305	0.1294507111
1306	0.1294383783
1307	0.1294383512
1308	0.1294238136
1309	0.129399123
1310	0.1293821485
1311	0.1293689101
1312	0.1293578299
1313	0.1293271811
1314	0.1293097674
1315	0.1292970257
1316	0.1292871135
1317	0.129241733
1318	0.1292386498
1319	0.1292250524
1320	0.1292155816
1321	0.1292080205
1322	0.1292021772
1323	0.1291818127
1324	0.1291642417
1325	0.1291511747
1326	0.1291471437
1327	0.1291208838
1328	0.12911022
1329	0.1290981832
1330	0.1290859122
1331	0.1290771962
1332	0.1290658903
1333	0.1290571916
1334	0.1290352014
1335	0.129016841
1336	0.129012798
1337	0.1290052933
1338	0.1289853983
1339	0.1289729961
1340	0.1289689162
1341	0.1289561344
1342	0.1289498476
1343	0.1289399093
1344	0.1289220359
1345	0.1289107853
1346	0.128910768
1347	0.1289107257
1348	0.1289107138
1349	0.1288817221
1350	0.1288596342
1351	0.1288555121
1352	0.1288554936
1353	0.1288409788
1354	0.1288409506
1355	0.1288409398
1356	0.1288409376
1357	0.1288409062
1358	0.128840891
1359	0.128840879
1360	0.1288408628
1361	0.1288408595
1362	0.1288407326
1363	0.1288407261
1364	0.1288406849
1365	0.128840532
1366	0.1288405049
1367	0.1288405016
1368	0.1288404941
1369	0.1288404951
1370	0.1288404767
1371	0.1288404713
1372	0.128840468
1373	0.1288404561
1374	0.1288403075
1375	0.1288291817
1376	0.1288290429
1377	0.1288288737
1378	0.1288176547
1379	0.1288176406
1380	0.1288176189
1381	0.1288176015
1382	0.1288175874
1383	0.1288175484
1384	0.1288175213
1385	0.1288107877
1386	0.1287975591
1387	0.1287819337
1388	0.1287736037
1389	0.128773594
1390	0.1287552205
1391	0.1287415277
1392	0.1287285486
1393	0.128728542
1394	0.1287285258
1395	0.1287283132
1396	0.1287166029
1397	0.1287165823
1398	0.1287059445
1399	0.128705938
1400	0.1286952178
1401	0.1286857198
1402	0.1286855897
1403	0.1286730833
1404	0.1286730682
1405	0.1286730432
1406	0.1286544821
1407	0.1286439322
1408	0.1286438975
1409	0.128643878
1410	0.1286438672
1411	0.1286438444
1412	0.1286438183
1413	0.1286438129
1414	0.1286437988
1415	0.1286246619
1416	0.1286174153
1417	0.1286079618
1418	0.1285914288
1419	0.1285743524
1420	0.1285584906
1421	0.1285477888
1422	0.1285445137
1423	0.128517923
1424	0.128513481
1425	0.1284989596
1426	0.1284926945
1427	0.1284762287
1428	0.1284665399
1429	0.1284530629
1430	0.1284340333
1431	0.1284188862
1432	0.1284058637
1433	0.1283946479
1434	0.1283820363
1435	0.1283741737
1436	0.1283519265
1437	0.128342935
1438	0.1283340953
1439	0.1283220325
1440	0.1283191694
1441	0.1283191369
1442	0.1283191217
1443	0.1283190881
1444	0.1283190686
1445	0.1283190664
1446	0.1283166437
1447	0.1282923109
1448	0.1282796061
1449	0.1282795975
1450	0.128267822
1451	0.1282462786
1452	0.1282345553
1453	0.1282345455
1454	0.1282227864
1455	0.1282227701
1456	0.1282102009
1457	0.1282004079
1458	0.1281875231
1459	0.128187496
1460	0.1281707449
1461	0.1281537282
1462	0.1281537314
1463	0.1281537086
1464	0.128153572
1465	0.1281409832
1466	0.1281249382
1467	0.1281233819
1468	0.1281148351
1469	0.1281119557
1470	0.1280955387
1471	0.1280907485
1472	0.12807634
1473	0.1280664939
1474	0.1280511527
1475	0.1280451901
1476	0.1280451609
1477	0.1280451468
1478	0.128045137
1479	0.1280451381
1480	0.1280450036
1481	0.1280450003
1482	0.1280449787
1483	0.128032686
1484	0.1280217738
1485	0.1280217293
1486	0.1279937256
1487	0.1279937224
1488	0.1279935825
1489	0.1279935727
1490	0.1279934263
1491	0.1279841821
1492	0.1279841669
1493	0.1279841615
1494	0.1279841571
1495	0.1279841528
1496	0.1279841517
1497	0.1279841506
1498	0.1279841257
1499	0.1279602734
1500	0.1279459039
1501	0.1279458941
1502	0.1279458974
1503	0.1279458638
1504	0.1279458323
1505	0.1279458128
1506	0.1279457998
1507	0.1279457889
1508	0.1279457824
1509	0.1279457792
1510	0.127945777
1511	0.1279457629
1512	0.1279250654
