iter	MultiClass
0	0.6755116591
1	0.4734687629
2	0.3525206141
3	0.2758228581
4	0.2280518325
5	0.1918884425
6	0.1623665866
7	0.1422241017
8	0.128710815
9	0.1184807683
10	0.1108935006
11	0.1039754565
12	0.09979055977
13	0.09552780697
14	0.09355352256
15	0.0907637746
16	0.08903364627
17	0.08690111405
18	0.08528950825
19	0.08448167292
20	0.08359916469
21	0.08281900548
22	0.08236951386
23	0.08169004401
24	0.0804936966
25	0.08004399177
26	0.0793072791
27	0.07867462952
28	0.07814834337
29	0.07728425275
30	0.07682325843
31	0.07619157948
32	0.07565589169
33	0.07511854895
34	0.07472190639
35	0.07416269015
36	0.07353335834
37	0.07320298526
38	0.07225434156
39	0.06897935986
40	0.0681556921
41	0.06727670706
42	0.06666294497
43	0.06563441929
44	0.06442086541
45	0.06342594705
46	0.06269902125
47	0.06217148381
48	0.06162904779
49	0.06080907515
50	0.06000115042
51	0.0595626615
52	0.05920485579
53	0.05883832964
54	0.05812944555
55	0.05790096584
56	0.05759481176
57	0.05696010447
58	0.05659312162
59	0.05609085952
60	0.05572786393
61	0.05496022553
62	0.05463101706
63	0.05428782661
64	0.05398946949
65	0.05356023598
66	0.05335666283
67	0.05299263129
68	0.05263522234
69	0.05227990635
70	0.05160573473
71	0.05098061876
72	0.05079242979
73	0.05053295299
74	0.0502011993
75	0.0497121407
76	0.04945018863
77	0.0489274469
78	0.04851603725
79	0.0481151197
80	0.04781839251
81	0.04756372386
82	0.0470452975
83	0.04668574996
84	0.04640641105
85	0.04594396599
86	0.04561166037
87	0.04533025421
88	0.04495943711
89	0.04449874782
90	0.04428289327
91	0.0439976902
92	0.04379254584
93	0.04356932536
94	0.04329182054
95	0.04301477486
96	0.04285623742
97	0.04270756967
98	0.04243021884
99	0.04213327452
100	0.04191892391
101	0.04179598232
102	0.04156458747
103	0.04140749416
104	0.04106767078
105	0.040887142
106	0.04073319126
107	0.04053394979
108	0.04031030367
109	0.04007195904
110	0.03991122988
111	0.03964751856
112	0.03937643282
113	0.03911752912
114	0.03896910966
115	0.03878800766
116	0.03853458879
117	0.03836559339
118	0.03829473914
119	0.03806027923
120	0.03785855632
121	0.03764417905
122	0.03738255915
123	0.03727935234
124	0.03707813472
125	0.03674501508
126	0.03653355571
127	0.03638705766
128	0.03608385787
129	0.03595343128
130	0.03576218167
131	0.03568624297
132	0.03530051724
133	0.03517978961
134	0.03496979933
135	0.03484873229
136	0.03453064326
137	0.03438530755
138	0.03428717893
139	0.03412646129
140	0.03391419768
141	0.03378071118
142	0.03368127909
143	0.03352458094
144	0.03340120244
145	0.03322178403
146	0.03299462986
147	0.03288170316
148	0.03270904591
149	0.03250176454
150	0.03226813031
151	0.03213366723
152	0.03195782641
153	0.03187338109
154	0.03166343108
155	0.03152676307
156	0.03138494677
157	0.03121492601
158	0.03114249089
159	0.03105629049
160	0.03099162933
161	0.03094226873
162	0.03078084689
163	0.03059388889
164	0.03047197845
165	0.03037621994
166	0.03021596925
167	0.03006015218
168	0.02987414884
169	0.02972330328
170	0.02951000189
171	0.02933506354
172	0.02922855198
173	0.02908519354
174	0.02899379142
175	0.02887992244
176	0.02874211925
177	0.02865749285
178	0.02858289551
179	0.02846822765
180	0.0282098525
181	0.02808053576
182	0.02802296084
183	0.02792563172
184	0.02783946207
185	0.02773050844
186	0.02769511811
187	0.02753723699
188	0.02739379437
189	0.02733688336
190	0.02720959695
191	0.02714296355
192	0.02701344844
193	0.02687371822
194	0.02682410072
195	0.02671540373
196	0.02650945445
197	0.02642714877
198	0.0263589799
199	0.02626816174
200	0.02620291866
201	0.02613503068
202	0.02598716672
203	0.02584405275
204	0.02569682813
205	0.0256160357
206	0.02552851637
207	0.02541604956
208	0.02537206716
209	0.02527802962
210	0.0252209563
211	0.02512733768
212	0.02495413467
213	0.02480279294
214	0.02467136477
215	0.02458603233
216	0.02448353363
217	0.02433864271
218	0.02426360219
219	0.0242172592
220	0.024131754
221	0.02401090008
222	0.02392483554
223	0.02383478194
224	0.02371903939
225	0.02352275278
226	0.02349018409
227	0.0234058625
228	0.0232940198
229	0.02315804995
230	0.02303093886
231	0.0229100723
232	0.02286035116
233	0.02274799332
234	0.02267285072
235	0.02258738646
236	0.02243967128
237	0.022368689
238	0.02231683451
239	0.02219590195
240	0.02211130358
241	0.02203332871
242	0.02195223895
243	0.02187473127
244	0.02180960295
245	0.02171829352
246	0.02166687276
247	0.02153444072
248	0.02144072089
249	0.02135213921
250	0.02129914965
251	0.02120593495
252	0.02107332323
253	0.02094558669
254	0.02083308343
255	0.02079436422
256	0.02067372209
257	0.02059359271
258	0.02051751074
259	0.02041426489
260	0.02032650173
261	0.02022560649
262	0.02014951404
263	0.0200359321
264	0.01994302256
265	0.01987212072
266	0.01980444634
267	0.01968154879
268	0.01957618255
269	0.01951514243
270	0.01945409189
271	0.019369391
272	0.01930221388
273	0.01924624649
274	0.01912214844
275	0.01902948233
276	0.01893445222
277	0.01884609809
278	0.01877135705
279	0.01871938583
280	0.01867666672
281	0.0186077848
282	0.01852527448
283	0.01839889231
284	0.01831176308
285	0.01824241532
286	0.01820343416
287	0.01812076132
288	0.01804863011
289	0.01800106489
290	0.01791323188
291	0.01785798978
292	0.01778196373
293	0.0177005147
294	0.01766290924
295	0.0176000542
296	0.0175259423
297	0.01742798343
298	0.01730763216
299	0.01723197208
300	0.01712459639
301	0.017070547
302	0.01700996028
303	0.01690115433
304	0.01685413183
305	0.0167823287
306	0.01672640622
307	0.01670143336
308	0.01665838568
309	0.01659913298
310	0.01655786878
311	0.01651690359
312	0.01648754784
313	0.01643080526
314	0.01637155017
315	0.01631737402
316	0.0162721579
317	0.01619306718
318	0.0160943591
319	0.01601406177
320	0.01594211565
321	0.0158694326
322	0.01580637093
323	0.01574070191
324	0.01570181396
325	0.01561795209
326	0.01558446615
327	0.01556042385
328	0.01547235554
329	0.01544553692
330	0.01541130458
331	0.0153364805
332	0.01527300824
333	0.01521057175
334	0.01517408807
335	0.01511987278
336	0.01506199407
337	0.01503281398
338	0.01497321273
339	0.01493108783
340	0.01487975077
341	0.01481749701
342	0.01472614804
343	0.01467013258
344	0.01462007375
345	0.01459536475
346	0.01456973222
347	0.01449935123
348	0.01445870794
349	0.0144271776
350	0.01437090354
351	0.01429074393
352	0.0142381891
353	0.01419737787
354	0.01414430064
355	0.01409826222
356	0.01404777834
357	0.0139750982
358	0.01393276162
359	0.01388126661
360	0.01385220461
361	0.01380562463
362	0.01375239294
363	0.01371041107
364	0.01365725386
365	0.01361151728
366	0.01357473226
367	0.01352322793
368	0.01348717691
369	0.01342829379
370	0.01338104694
371	0.01333513898
372	0.01328546125
373	0.01320638689
374	0.01317384223
375	0.01312486529
376	0.01308033444
377	0.01304476409
378	0.01299014979
379	0.01294672824
380	0.01288824578
381	0.01284441772
382	0.01277901665
383	0.01272987873
384	0.01269533422
385	0.01262517475
386	0.01258645155
387	0.01255316347
388	0.01248412711
389	0.01246642489
390	0.0124444135
391	0.01235832434
392	0.0123253129
393	0.01229462444
394	0.01226688461
395	0.01222732952
396	0.01215213133
397	0.0121324562
398	0.01210644667
399	0.01204174524
400	0.0120123158
401	0.01193483601
402	0.01191145768
403	0.01185774754
404	0.01183299983
405	0.01180189485
406	0.01176144784
407	0.01171363838
408	0.01166821058
409	0.01164784414
410	0.01160759196
411	0.01154584488
412	0.01151941489
413	0.01148337834
414	0.01143916353
415	0.01141067766
416	0.01137660582
417	0.0113456004
418	0.01130737336
419	0.01125708606
420	0.01119662055
421	0.01115890172
422	0.01111931508
423	0.01106857666
424	0.0110496504
425	0.0110335096
426	0.01100306588
427	0.01098933697
428	0.01097329486
429	0.0109396657
430	0.01090451771
431	0.0108626377
432	0.01084137587
433	0.01080846095
434	0.01078030953
435	0.01076420394
436	0.01071719856
437	0.01067631762
438	0.01065823302
439	0.01061074158
440	0.0105817988
441	0.01053238662
442	0.01049693712
443	0.01046621673
444	0.01041825142
445	0.01040432065
446	0.01037664617
447	0.01035043969
448	0.01033020603
449	0.01029671962
450	0.01027005413
451	0.01024978216
452	0.01022182185
453	0.01019528713
454	0.01018014743
455	0.01014607427
456	0.01008737515
457	0.01005641455
458	0.01003278691
459	0.01001244688
460	0.009985508202
461	0.009965992646
462	0.0099262219
463	0.009901948336
464	0.009872273388
465	0.009846147566
466	0.00981513226
467	0.009780958034
468	0.009757069874
469	0.009735260657
470	0.009696768301
471	0.009664584814
472	0.009633199395
473	0.009585625772
474	0.009567096873
475	0.009548574034
476	0.009509252102
477	0.009485271108
478	0.009448964516
479	0.009402698003
480	0.009378950527
481	0.009345605867
482	0.009317225525
483	0.009292733765
484	0.009261115947
485	0.00924074792
486	0.009212941311
487	0.009186443816
488	0.009173401779
489	0.009159825117
490	0.009130472097
491	0.009101110121
492	0.009067477273
493	0.009046182758
494	0.009025981945
495	0.009000392629
496	0.008970892764
497	0.008956501816
498	0.00892750596
499	0.008911455968
500	0.008876922738
501	0.008848202082
502	0.008830619873
503	0.008806841911
504	0.008779800743
505	0.008753169286
506	0.008726010338
507	0.008702659188
508	0.008671665443
509	0.008642118912
510	0.008627589969
511	0.008603315979
512	0.008588979946
513	0.008575111653
514	0.008559425236
515	0.008534057638
516	0.008509984873
517	0.008491520353
518	0.008481473733
519	0.008467297847
520	0.008443326344
521	0.008421330636
522	0.008398662898
523	0.008369623234
524	0.008329853781
525	0.008301804622
526	0.008292725928
527	0.008261453595
528	0.0082468689
529	0.008222014232
530	0.008195864285
531	0.008175096896
532	0.008145919844
533	0.008137147636
534	0.008124457158
535	0.008096176696
536	0.008075962819
537	0.008057817724
538	0.008031157589
539	0.008009751288
540	0.008000589491
541	0.007987024046
542	0.007949798352
543	0.007924872422
544	0.007902669161
545	0.007883347299
546	0.007865352749
547	0.007837015278
548	0.007827763805
549	0.007811589102
550	0.007791748495
551	0.007766165758
552	0.007746928992
553	0.007732331197
554	0.007712781477
555	0.007696947879
556	0.00768605178
557	0.007665536483
558	0.007643951583
559	0.007630059382
560	0.007612321494
561	0.007598076633
562	0.007572397184
563	0.007551559288
564	0.007536509589
565	0.007503800847
566	0.007471362954
567	0.007462367689
568	0.007447620978
569	0.007424690691
570	0.007406162273
571	0.007392055381
572	0.007384159344
573	0.007368781562
574	0.007341563962
575	0.007317793281
576	0.00730180889
577	0.00729172776
578	0.007269500926
579	0.007252581386
580	0.007233056803
581	0.007211931074
582	0.007187847647
583	0.007172102487
584	0.007153769899
585	0.00713617006
586	0.00712858647
587	0.007108423094
588	0.007087051872
589	0.007067858911
590	0.007056905874
591	0.007036343389
592	0.007021763752
593	0.00701679764
594	0.007005752011
595	0.006991699966
596	0.0069780745
597	0.006951157922
598	0.006938880035
599	0.006910693445
600	0.006899760296
601	0.006881771617
602	0.006855604309
603	0.006835918188
604	0.006818574508
605	0.006803799947
606	0.006790282585
607	0.006768035772
608	0.006759454277
609	0.006743268941
610	0.00671886156
611	0.006709251509
612	0.006702442824
613	0.006693149539
614	0.00667449442
615	0.006651575957
616	0.006629117681
617	0.006617605593
618	0.006595085371
619	0.006583737863
620	0.006572021878
621	0.006557172028
622	0.006537951659
623	0.006514673322
624	0.006490961505
625	0.006477905383
626	0.006458399845
627	0.006446671727
628	0.006436129117
629	0.006422155083
630	0.006411595089
631	0.006402751992
632	0.006392375302
633	0.006380676722
634	0.006370507346
635	0.006359074109
636	0.006343168372
637	0.006332384359
638	0.00631813455
639	0.006303434363
640	0.006290993093
641	0.006280840732
642	0.006261120952
643	0.006251724575
644	0.006237494182
645	0.006221588297
646	0.006204340195
647	0.006193130728
648	0.006180720914
649	0.006167575437
650	0.006140865244
651	0.006121108263
652	0.006106546345
653	0.006099223897
654	0.006080049637
655	0.00606810647
656	0.006056159983
657	0.006047578559
658	0.006037691385
659	0.006022665366
660	0.00600526698
661	0.005986264435
662	0.005970409647
663	0.005951952156
664	0.005929562653
665	0.00591081176
666	0.0058964552
667	0.005889422475
668	0.005878927794
669	0.005865891287
670	0.005845069591
671	0.005833261604
672	0.005822476532
673	0.005812464476
674	0.005803167926
675	0.005794805024
676	0.005784490127
677	0.005775720856
678	0.005753896035
679	0.005747361106
680	0.005728891203
681	0.005719230525
682	0.00570271521
683	0.00568234887
684	0.005671579329
685	0.005659248745
686	0.005642427596
687	0.005622890387
688	0.005607214026
689	0.005595253186
690	0.005583853867
691	0.005569563125
692	0.005559478641
693	0.005549729167
694	0.005536541836
695	0.005522302756
696	0.005513425258
697	0.005505277223
698	0.005490673223
699	0.005474496517
700	0.005457852806
701	0.005446534464
702	0.005438549013
703	0.005417420108
704	0.005406097103
705	0.005391342573
706	0.005378325866
707	0.005361782815
708	0.005354970105
709	0.005346247913
710	0.005340145074
711	0.005325174313
712	0.005312408973
713	0.00530093546
714	0.005293581186
715	0.005274775279
716	0.005263790161
717	0.005251153704
718	0.005234113147
719	0.00522720029
720	0.005210327772
721	0.0051954846
722	0.005186346346
723	0.005181401351
724	0.005176990692
725	0.005167079097
726	0.005153741653
727	0.005144720364
728	0.00514156543
729	0.005130569038
730	0.005112869769
731	0.005103108441
732	0.005091363096
733	0.005072489958
734	0.005058561307
735	0.005049616833
736	0.00503533919
737	0.005030793175
738	0.005021163558
739	0.005006824465
740	0.004993284514
741	0.004982686184
742	0.004974638304
743	0.004962296354
744	0.00495121661
745	0.0049452454
746	0.004936469489
747	0.004926942304
748	0.004917824422
749	0.004907540877
750	0.004901547496
751	0.004889398027
752	0.004881632044
