iter	Passed	Remaining
534	413175	356025
535	413977	355279
536	415084	354793
537	416173	354288
538	417069	353619
539	417952	352937
540	418835	352255
541	419622	351492
542	420560	350854
543	421335	350079
544	422340	349496
545	423185	348779
546	424110	348127
547	425084	347514
548	425986	346841
549	426940	346209
550	428004	345665
551	429072	345123
552	430095	344543
553	431185	344014
554	432292	343497
555	433187	342810
556	434127	342158
557	435196	341605
558	436069	340898
559	436885	340146
560	437722	339410
561	438709	338790
562	439765	338220
563	440827	337655
564	441927	337116
565	443014	336565
566	444085	336001
567	445124	335410
568	445907	334626
569	446795	333920
570	447922	333392
571	448743	332634
572	449593	331899
573	450494	331199
574	451448	330539
575	452275	329784
576	453077	329011
577	453963	328298
578	454718	327491
579	455724	326864
580	456611	326151
581	457318	325308
582	458165	324566
583	459196	323953
584	460256	323359
585	461102	322614
586	461925	321852
587	462825	321144
588	463571	320328
589	464439	319597
590	465227	318810
591	465883	317933
592	466599	317098
593	467409	316327
594	468066	315452
595	469011	314773
596	469561	313827
597	470680	313262
598	471614	312572
599	472590	311909
600	473469	311182
601	474480	310540
602	475553	309937
603	476627	309334
604	477670	308709
605	478645	308038
606	479567	307333
607	480599	306698
608	481398	305913
609	482225	305146
610	483173	304454
611	484143	303776
612	484873	302947
613	485772	302223
614	486556	301427
615	487311	300614
616	488057	299795
617	488970	299079
618	489942	298398
619	490703	297587
620	491686	296912
621	492468	296114
622	493360	295382
623	493882	294430
624	494846	293740
625	495512	292875
626	496248	292050
627	496993	291232
628	497797	290447
629	498603	289665
630	499407	288880
631	500341	288171
632	500925	287260
633	501703	286461
634	502490	285667
635	503371	284927
636	504257	284188
637	505103	283427
638	505891	282634
639	506718	281862
640	507371	280993
641	508321	280289
642	509341	279622
643	510046	278783
644	510937	278044
645	511659	277215
646	512372	276379
647	512976	275487
648	513737	274679
649	514600	273925
650	515207	273036
651	515977	272233
652	516995	271561
653	517821	270787
654	518830	270108
655	519667	269339
656	520535	268586
657	521463	267864
658	522251	267069
659	523199	266356
660	523915	265524
661	524813	264784
662	525802	264090
663	526827	263413
664	527802	262710
665	528842	262039
666	529541	261198
667	530302	260388
668	531202	259646
669	532289	258994
670	533488	258396
671	534635	257770
672	535744	257125
673	536548	256333
674	537213	255474
675	538064	254704
676	538703	253835
677	539487	253034
678	540201	252200
679	540904	251361
680	541538	250491
681	542123	249599
682	542889	248791
683	543703	248005
684	544772	247334
685	545550	246531
686	546218	245679
687	546909	244837
688	547554	243975
689	548218	243122
690	548845	242254
691	549375	241344
692	550038	240493
693	550534	239569
694	551167	238707
695	551716	237808
696	552344	236945
697	552934	236066
698	553553	235200
699	554216	234354
700	554779	233466
701	555341	232578
702	555794	231646
703	556388	230774
704	556963	229895
705	557482	228994
706	558130	228146
707	558658	227250
708	559215	226367
709	559831	225509
710	560303	224594
711	560814	223695
712	561425	222837
713	561975	221956
714	562578	221097
715	563215	220251
716	563857	219408
717	564461	218552
718	565082	217702
719	565557	216797
720	565995	215879
721	566587	215020
722	567013	214100
723	567551	213223
724	568140	212366
725	568826	211546
726	569416	210691
727	569955	209818
728	570545	208965
729	571179	208128
730	571694	207249
731	572254	206386
732	572841	205535
733	573467	204698
734	574065	203851
735	574620	202991
736	575157	202124
737	575735	201273
738	576343	200433
739	576962	199597
740	577587	198764
741	578017	197865
742	578637	197032
743	579258	196200
744	579775	195333
745	580413	194508
746	580833	193611
747	581300	192730
748	581923	191902
749	582385	191022
750	583006	190195
751	583438	189307
752	583976	188454
753	584538	187610
754	585087	186762
755	585716	185941
756	586301	185106
757	586899	184277
758	587324	183393
759	587873	182550
760	588501	181731
761	589103	180905
762	589682	180073
763	590183	179218
764	590602	178338
765	591183	177509
766	591766	176681
767	592188	175805
768	592815	174992
769	593356	174154
770	593779	173282
771	594472	172489
772	594997	171648
773	595671	170851
774	596087	169981
775	596620	169145
776	597144	168307
777	597674	167471
778	598185	166631
779	598729	165802
780	599430	165015
781	600083	164217
782	600810	163438
783	601443	162635
784	602051	161825
785	602821	161059
786	603556	160283
787	604135	159467
788	604717	158652
789	605276	157831
790	605878	157022
791	606499	156219
792	607101	155411
793	607701	154604
794	608366	153813
795	608828	152972
796	609390	152156
797	609927	151335
798	610417	150503
799	611048	149706
800	611538	148876
801	612143	148074
802	612711	147264
803	613329	146466
804	613845	145645
805	614438	144842
806	614903	144010
807	615567	143225
808	616280	142453
809	617032	141688
810	617666	140898
811	618274	140101
812	618841	139296
813	619490	138510
814	620076	137710
815	620661	136910
816	621210	136103
817	621892	135326
818	622522	134537
819	623162	133751
820	623749	132955
821	624351	132162
822	624945	131367
823	625470	130559
824	626015	129756
825	626575	128956
826	627042	128138
827	627594	127338
828	628115	126532
829	628779	125755
830	629348	124960
831	630010	124184
832	630638	123402
833	631104	122588
834	631670	121795
835	632305	121015
836	632932	120234
837	633487	119440
838	634117	118660
839	634707	117874
840	635250	117079
841	635850	116295
842	636487	115519
843	637026	114725
844	637613	113940
845	638198	113155
846	638764	112368
847	639241	111565
848	639774	110773
849	640291	109979
850	640711	109169
851	641223	108375
852	641707	107578
853	642310	106801
854	642842	106012
855	643462	105239
856	643984	104450
857	644589	103675
858	645177	102897
859	645866	102137
860	646392	101350
861	647148	100600
862	647724	99823
863	648359	99054
864	648922	98276
865	649471	97495
866	650063	96722
867	650721	95958
868	651370	95194
869	652019	94430
870	652639	93662
871	653281	92897
872	653809	92117
873	654514	91362
874	655158	90599
875	655683	89819
876	656166	89035
877	656731	88262
878	657374	87500
879	658111	86751
880	658709	85983
881	659322	85218
882	660051	84468
883	660770	83717
884	661403	82955
885	662024	82192
886	662687	81435
887	663225	80662
888	663832	79898
889	664411	79132
890	664948	78360
891	665551	77597
892	666226	76843
893	666776	76075
894	667362	75311
895	667938	74546
896	668475	73778
897	669126	73022
898	669668	72255
899	670204	71488
900	670694	70716
901	671289	69956
902	671946	69203
903	672485	68438
904	672990	67670
905	673566	66910
906	674289	66165
907	674806	65399
908	675405	64642
909	675904	63876
910	676439	63114
911	677000	62355
912	677467	61587
913	678100	60836
914	678588	60071
915	679175	59316
916	679841	58568
917	680469	57817
918	681083	57065
919	681701	56314
920	682283	55560
921	682731	54796
922	683239	54037
923	683714	53276
924	684326	52526
925	684957	51778
926	685510	51025
927	686093	50274
928	686728	49527
929	687287	48775
930	687738	48016
931	688275	47263
932	688970	46522
933	689616	45777
934	690158	45026
935	690936	44290
936	691632	43549
937	692269	42805
938	692898	42060
939	693501	41314
940	694095	40568
941	694743	39826
942	695328	39079
943	695905	38333
944	696535	37590
945	696988	36838
946	697557	36093
947	698007	35342
948	698547	34596
949	699145	33853
950	699744	33110
951	700297	32366
952	700841	31622
953	701432	30880
954	702090	30142
955	702671	29400
956	703180	28656
957	703666	27911
958	704216	27169
959	704796	26429
960	705291	25687
961	705807	24945
962	706365	24205
963	706939	23466
964	707474	22727
965	708013	21988
966	708572	21249
967	709160	20512
968	709801	19777
969	710357	19040
970	710908	18303
971	711558	17569
972	712037	16831
973	712545	16094
974	713043	15357
975	713625	14623
976	714233	13889
977	714881	13157
978	715435	12423
979	716046	11690
980	716636	10957
981	717070	10223
982	717648	9490
983	718243	8759
984	718759	8026
985	719245	7294
986	719826	6563
987	720437	5833
988	720847	5102
989	721385	4372
990	722045	3643
991	722629	2913
992	723164	2184
993	723704	1456
994	724350	727
995	724825	0
